Day,Month,Year,Date,"Total Solar Irradiance (TSI) at 1-AU, W/m^2","Instrument Accuracy in 1-AU TSI, W/m^2","Instrument Precision in TSI at 1-AU, W/m^2","Solar Standard Deviation in 1-AU TSI, W/m^2","Total Uncertainty in TSI at 1-AU, W/m^2",Total Solar Irradiance at Earth distance,Instrument Accuracy at Earth distance,Instrument Precision at Earth distance,13.00,14.00,15.00
,,,20151027.50,1361.55,0.58,0.01,0.06,0.59,1378.49,0.59,0.01,0.23,0.63,0.00
,,,20151028.50,1361.48,0.58,0.01,0.06,0.59,1379.14,0.59,0.01,0.18,0.62,0.00
,,,20151029.50,1361.38,0.58,0.01,0.06,0.59,1379.79,0.59,0.01,0.18,0.62,0.00
,,,20151030.50,1361.17,0.58,0.01,0.11,0.59,1380.21,0.59,0.01,0.14,0.61,0.00
,,,20151031.50,1360.88,0.58,0.01,0.12,0.60,1380.63,0.59,0.01,0.10,0.60,0.00
,,,20151101.50,1360.61,0.58,0.01,0.09,0.59,1381.07,0.59,0.01,0.13,0.60,0.00
,,,20151102.50,1360.39,0.58,0.01,0.05,0.58,1381.57,0.59,0.01,0.19,0.62,0.00
,,,20151103.50,1360.40,0.58,0.01,0.06,0.59,1382.25,0.59,0.01,0.26,0.65,0.00
,,,20151104.50,1360.70,0.58,0.01,0.13,0.60,1383.29,0.59,0.01,0.33,0.68,0.00
,,,20151105.50,1360.92,0.58,0.01,0.08,0.59,1384.21,0.59,0.01,0.26,0.65,0.00
,,,20151106.50,1361.10,0.58,0.01,0.08,0.59,1385.03,0.59,0.01,0.27,0.65,0.00
,,,20151107.50,1361.27,0.58,0.01,0.06,0.59,1385.87,0.59,0.01,0.22,0.63,0.00
,,,20151108.50,1361.33,0.58,0.01,0.06,0.59,1386.63,0.59,0.01,0.22,0.63,0.00
,,,20151109.50,1361.36,0.58,0.01,0.05,0.58,1387.33,0.59,0.01,0.18,0.62,0.00
,,,20151110.50,1361.33,0.58,0.01,0.05,0.59,1387.95,0.59,0.01,0.20,0.63,0.00
,,,20151111.50,1361.33,0.58,0.01,0.05,0.59,1388.53,0.59,0.01,0.21,0.63,0.00
,,,20151112.50,1361.43,0.58,0.01,0.05,0.59,1389.32,0.59,0.01,0.23,0.64,0.00
,,,20151113.50,1361.62,0.58,0.01,0.08,0.59,1390.19,0.60,0.01,0.27,0.65,0.00
,,,20151114.50,1361.83,0.58,0.01,0.07,0.59,1391.06,0.60,0.01,0.24,0.64,0.00
,,,20151115.50,1361.90,0.58,0.01,0.05,0.58,1391.77,0.60,0.01,0.20,0.63,0.00
,,,20151116.50,1361.89,0.58,0.01,0.05,0.59,1392.44,0.60,0.01,0.19,0.63,0.00
,,,20151117.50,1361.78,0.58,0.01,0.07,0.59,1392.91,0.60,0.01,0.15,0.61,0.00
,,,20151118.50,1361.72,0.58,0.01,0.06,0.59,1393.44,0.60,0.01,0.17,0.62,0.00
,,,20151119.50,1361.69,0.58,0.01,0.06,0.59,1394.06,0.60,0.01,0.19,0.63,0.00
,,,20151120.50,1361.77,0.58,0.01,0.05,0.59,1394.73,0.60,0.01,0.20,0.63,0.00
,,,20151121.50,1361.72,0.58,0.01,0.05,0.59,1395.26,0.60,0.01,0.15,0.62,0.00
,,,20151122.50,1361.69,0.58,0.01,0.05,0.58,1395.81,0.60,0.01,0.18,0.62,0.00
,,,20151123.50,1361.71,0.58,0.01,0.06,0.59,1396.43,0.60,0.01,0.13,0.61,0.00
,,,20151124.50,1361.58,0.58,0.01,0.07,0.59,1396.84,0.60,0.01,0.12,0.61,0.00
,,,20151125.50,1361.43,0.58,0.01,0.07,0.59,1397.20,0.60,0.01,0.13,0.61,0.00
,,,20151126.50,1361.37,0.58,0.01,0.05,0.59,1397.66,0.60,0.01,0.14,0.61,0.00
,,,20151127.50,1361.30,0.58,0.01,0.05,0.58,1398.05,0.60,0.01,0.16,0.62,0.00
,,,20151128.50,1361.26,0.58,0.01,0.06,0.59,1398.51,0.60,0.01,0.14,0.61,0.00
,,,20151129.50,1361.27,0.58,0.01,0.05,0.59,1399.04,0.60,0.01,0.14,0.61,0.00
,,,20151130.50,1361.24,0.58,0.01,0.06,0.59,1399.53,0.60,0.01,0.16,0.62,0.00
,,,20151201.50,1361.26,0.58,0.01,0.04,0.58,1399.98,0.60,0.01,0.14,0.61,0.00
,,,20151202.50,1361.28,0.58,0.01,0.06,0.59,1400.42,0.60,0.01,0.15,0.62,0.00
,,,20151203.50,1361.31,0.58,0.01,0.06,0.59,1400.77,0.60,0.01,0.16,0.62,0.00
,,,20151204.50,1361.34,0.58,0.01,0.05,0.59,1401.23,0.60,0.01,0.11,0.61,0.00
,,,20151205.50,1361.30,0.58,0.01,0.05,0.59,1401.70,0.60,0.01,0.13,0.61,0.00
,,,20151206.50,1361.30,0.58,0.01,0.07,0.59,1402.10,0.60,0.01,0.07,0.60,0.00
,,,20151207.50,1361.24,0.58,0.01,0.06,0.59,1402.39,0.60,0.01,0.09,0.61,0.00
,,,20151208.50,1361.19,0.58,0.01,0.04,0.58,1402.59,0.60,0.01,0.06,0.60,0.00
,,,20151209.50,1361.23,0.58,0.01,0.04,0.58,1403.12,0.60,0.01,0.08,0.61,0.00
,,,20151210.50,1361.42,0.58,0.01,0.05,0.59,1403.67,0.60,0.01,0.11,0.61,0.00
,,,20151211.50,1361.53,0.58,0.01,0.06,0.59,1404.07,0.60,0.01,0.14,0.62,0.00
,,,20151212.50,1361.65,0.58,0.01,0.05,0.59,1404.52,0.60,0.01,0.12,0.61,0.00
,,,20151213.50,1361.69,0.58,0.01,0.03,0.58,1404.85,0.60,0.01,0.08,0.61,0.00
,,,20151214.50,1361.60,0.58,0.01,0.07,0.59,1405.14,0.60,0.01,0.05,0.60,0.00
,,,20151215.50,1361.39,0.58,0.01,0.10,0.59,1405.17,0.60,0.01,0.05,0.60,0.00
,,,20151216.50,1361.15,0.58,0.01,0.06,0.59,1405.20,0.60,0.01,0.07,0.61,0.00
,,,20151217.50,1361.07,0.58,0.01,0.05,0.59,1405.44,0.60,0.01,0.11,0.61,0.00
,,,20151218.50,1361.05,0.58,0.01,0.05,0.59,1405.67,0.60,0.01,0.11,0.61,0.00
,,,20151219.50,1361.06,0.58,0.01,0.05,0.59,1405.96,0.60,0.01,0.08,0.61,0.00
,,,20151220.50,1361.14,0.58,0.01,0.05,0.58,1406.22,0.60,0.01,0.09,0.61,0.00
,,,20151221.50,1361.24,0.58,0.01,0.06,0.59,1406.58,0.60,0.01,0.12,0.61,0.00
,,,20151222.50,1361.35,0.58,0.01,0.06,0.59,1406.90,0.60,0.01,0.10,0.61,0.00
,,,20151223.50,1361.33,0.58,0.01,0.06,0.59,1407.06,0.60,0.01,0.06,0.61,0.00
,,,20151224.50,1361.21,0.58,0.01,0.08,0.59,1407.11,0.60,0.01,0.05,0.60,0.00
,,,20151225.50,1361.04,0.58,0.01,0.08,0.59,1407.08,0.60,0.01,0.06,0.61,0.00
,,,20151226.50,1360.89,0.58,0.01,0.05,0.59,1407.06,0.60,0.01,0.06,0.61,0.00
,,,20151227.50,1360.90,0.58,0.01,0.05,0.58,1407.18,0.60,0.01,0.06,0.61,0.00
,,,20151228.50,1360.90,0.58,0.01,0.06,0.59,1407.28,0.60,0.01,0.08,0.61,0.00
,,,20151229.50,1361.07,0.58,0.01,0.09,0.59,1407.53,0.60,0.01,0.11,0.61,0.00
,,,20151230.50,1361.28,0.58,0.01,0.07,0.59,1407.81,0.60,0.01,0.09,0.61,0.00
,,,20151231.50,1361.43,0.58,0.01,0.08,0.59,1408.01,0.60,0.01,0.09,0.61,0.00
,,,20160101.50,1361.48,0.58,0.01,0.05,0.59,1408.10,0.60,0.01,0.05,0.61,0.00
,,,20160102.50,1361.39,0.58,0.01,0.07,0.59,1408.02,0.60,0.01,0.07,0.61,0.00
,,,20160103.50,1361.25,0.58,0.01,0.07,0.59,1407.87,0.60,0.01,0.07,0.61,0.00
,,,20160104.50,1361.20,0.58,0.01,0.04,0.58,1407.80,0.60,0.01,0.04,0.60,0.00
,,,20160105.50,1361.23,0.58,0.01,0.05,0.59,1407.81,0.60,0.01,0.05,0.61,0.00
,,,20160106.50,1361.31,0.58,0.01,0.06,0.59,1407.84,0.60,0.01,0.06,0.61,0.00
,,,20160107.50,1361.34,0.58,0.01,0.05,0.59,1407.83,0.60,0.01,0.05,0.61,0.00
,,,20160108.50,1361.33,0.58,0.01,0.05,0.59,1407.75,0.60,0.01,0.06,0.61,0.00
,,,20160109.50,1361.34,0.58,0.01,0.05,0.59,1407.70,0.60,0.01,0.05,0.61,0.00
,,,20160110.50,1361.37,0.58,0.01,0.05,0.59,1407.64,0.60,0.01,0.07,0.61,0.00
,,,20160111.50,1361.32,0.58,0.01,0.05,0.59,1407.49,0.60,0.01,0.06,0.61,0.00
,,,20160112.50,1361.28,0.58,0.01,0.05,0.59,1407.34,0.60,0.01,0.07,0.61,0.00
,,,20160113.50,1361.28,0.58,0.01,0.05,0.59,1407.22,0.60,0.01,0.07,0.61,0.00
,,,20160114.50,1361.29,0.58,0.01,0.06,0.59,1407.10,0.60,0.01,0.06,0.61,0.00
,,,20160115.50,1361.34,0.58,0.01,0.05,0.59,1407.02,0.60,0.01,0.08,0.61,0.00
,,,20160116.50,1361.40,0.58,0.01,0.04,0.59,1406.92,0.60,0.01,0.07,0.61,0.00
,,,20160117.50,1361.47,0.58,0.01,0.05,0.59,1406.83,0.60,0.01,0.06,0.61,0.00
,,,20160118.50,1361.52,0.58,0.01,0.06,0.59,1406.71,0.60,0.01,0.05,0.61,0.00
,,,20160119.50,1361.58,0.58,0.01,0.06,0.59,1406.57,0.60,0.01,0.08,0.61,0.00
,,,20160120.50,1361.56,0.58,0.01,0.06,0.59,1406.35,0.60,0.01,0.12,0.62,0.00
,,,20160121.50,1361.34,0.58,0.01,0.08,0.59,1405.88,0.60,0.01,0.15,0.62,0.00
,,,20160122.50,1361.20,0.58,0.01,0.05,0.59,1405.46,0.60,0.01,0.09,0.61,0.00
,,,20160123.50,1361.20,0.58,0.01,0.06,0.59,1405.17,0.60,0.01,0.09,0.61,0.00
,,,20160124.50,1361.17,0.58,0.01,0.05,0.59,1404.91,0.60,0.01,0.10,0.61,0.00
,,,20160125.50,1361.20,0.58,0.01,0.06,0.59,1404.61,0.60,0.01,0.09,0.61,0.00
,,,20160126.50,1361.24,0.58,0.01,0.05,0.59,1404.34,0.60,0.01,0.10,0.61,0.00
,,,20160127.50,1361.18,0.58,0.01,0.07,0.59,1403.98,0.60,0.01,0.16,0.62,0.00
,,,20160128.50,1361.07,0.58,0.01,0.06,0.59,1403.58,0.60,0.01,0.12,0.61,0.00
,,,20160129.50,1361.10,0.58,0.01,0.04,0.58,1403.25,0.60,0.01,0.09,0.61,0.00
,,,20160130.50,1361.01,0.58,0.01,0.05,0.59,1402.60,0.60,0.01,0.09,0.61,0.00
,,,20160131.50,1360.99,0.58,0.01,0.05,0.59,1402.21,0.60,0.01,0.09,0.61,0.00
,,,20160201.50,1361.08,0.58,0.01,0.06,0.59,1401.94,0.60,0.01,0.09,0.61,0.00
,,,20160202.50,1361.22,0.58,0.01,0.06,0.59,1401.68,0.60,0.01,0.08,0.61,0.00
,,,20160203.50,1361.34,0.58,0.01,0.06,0.59,1401.38,0.60,0.01,0.11,0.61,0.00
,,,20160204.50,1361.37,0.58,0.01,0.08,0.59,1400.99,0.60,0.01,0.19,0.63,0.00
,,,20160205.50,1361.39,0.58,0.01,0.05,0.59,1400.56,0.60,0.01,0.11,0.61,0.00
,,,20160206.50,1361.44,0.58,0.01,0.05,0.59,1400.18,0.60,0.01,0.13,0.61,0.00
,,,20160207.50,1361.33,0.58,0.01,0.05,0.59,1399.47,0.60,0.01,0.14,0.62,0.00
,,,20160208.50,1361.30,0.58,0.01,0.04,0.59,1399.01,0.60,0.01,0.17,0.62,0.00
,,,20160209.50,1361.35,0.58,0.01,0.05,0.59,1398.58,0.60,0.01,0.14,0.62,0.00
,,,20160210.50,1361.34,0.58,0.01,0.05,0.59,1398.13,0.60,0.01,0.16,0.62,0.00
,,,20160211.50,1361.35,0.58,0.01,0.06,0.59,1397.65,0.60,0.01,0.15,0.62,0.00
,,,20160212.50,1361.34,0.58,0.01,0.06,0.59,1397.16,0.60,0.01,0.16,0.62,0.00
,,,20160213.50,1361.36,0.58,0.01,0.05,0.59,1396.61,0.60,0.01,0.15,0.62,0.00
,,,20160214.50,1361.42,0.58,0.01,0.06,0.59,1396.16,0.60,0.01,0.13,0.61,0.00
,,,20160215.50,1361.50,0.58,0.01,0.05,0.59,1395.73,0.60,0.01,0.14,0.61,0.00
,,,20160216.50,1361.48,0.58,0.01,0.06,0.59,1395.18,0.60,0.01,0.20,0.63,0.00
,,,20160217.50,1361.39,0.58,0.01,0.06,0.59,1394.53,0.60,0.01,0.23,0.64,0.00
,,,20160218.50,1361.23,0.58,0.01,0.07,0.59,1393.81,0.60,0.01,0.23,0.64,0.00
,,,20160219.50,1361.14,0.58,0.01,0.08,0.59,1393.13,0.60,0.01,0.21,0.63,0.00
,,,20160220.50,1361.14,0.58,0.01,0.05,0.59,1392.56,0.60,0.01,0.18,0.62,0.00
,,,20160221.50,1361.25,0.58,0.01,0.07,0.59,1392.03,0.60,0.01,0.13,0.61,0.00
,,,20160222.50,1361.34,0.58,0.01,0.06,0.59,1391.53,0.60,0.01,0.16,0.62,0.00
,,,20160223.50,1361.44,0.58,0.01,0.05,0.59,1390.97,0.60,0.01,0.17,0.62,0.00
,,,20160224.50,1361.42,0.58,0.01,0.05,0.59,1390.35,0.60,0.01,0.21,0.63,0.00
,,,20160225.50,1361.34,0.58,0.01,0.05,0.59,1389.62,0.60,0.01,0.21,0.63,0.00
,,,20160226.50,1361.26,0.58,0.01,0.05,0.59,1388.82,0.60,0.01,0.21,0.63,0.00
,,,20160227.50,1361.13,0.58,0.01,0.06,0.59,1388.07,0.60,0.01,0.24,0.64,0.00
,,,20160228.50,1361.06,0.58,0.01,0.05,0.59,1387.34,0.60,0.01,0.21,0.63,0.00
,,,20160229.50,1361.09,0.58,0.01,0.06,0.59,1386.70,0.59,0.01,0.19,0.63,0.00
,,,20160301.50,1361.25,0.58,0.01,0.07,0.59,1386.14,0.59,0.01,0.15,0.61,0.00
,,,20160302.50,1361.40,0.58,0.01,0.06,0.59,1385.59,0.59,0.01,0.17,0.62,0.00
,,,20160303.50,1361.46,0.58,0.01,0.06,0.59,1384.94,0.59,0.01,0.22,0.63,0.00
,,,20160304.50,1361.42,0.58,0.01,0.07,0.59,1384.16,0.59,0.01,0.27,0.65,0.00
